game_id,game_iid,batch_id,status,title,keeps,randomizes,best,full_info,no_info,other_info,own_info,elapsed_time
258,1,171,Game finished,Full information / Best deal matching,0,0,1,1,0,0,0,1396
259,2,171,Game finished,Full information / Best deal matching,0,0,1,1,0,0,0,1396
260,3,171,Game finished,Full information / Best deal matching,0,0,1,1,0,0,0,1358
261,4,171,Game finished,Full information / Best deal matching,0,0,1,1,0,0,0,1406
262,5,171,Game finished,Full information / Best deal matching,0,0,1,1,0,0,0,1410
263,6,171,Game finished,Full information / Best deal matching,0,0,1,1,0,0,0,1336
