game_id,game_iid,batch_id,status,title,keeps,randomizes,best,full_info,no_info,other_info,own_info,elapsed_time
264,1,172,Game finished,Full information / Best deal matching,0,0,1,1,0,0,0,1406
265,2,172,Game finished,Full information / Best deal matching,0,0,1,1,0,0,0,1388
266,3,172,Game finished,Full information / Best deal matching,0,0,1,1,0,0,0,1428
267,4,172,Game finished,Full information / Best deal matching,0,0,1,1,0,0,0,1430
268,5,172,Game finished,Full information / Best deal matching,0,0,1,1,0,0,0,1428
