game_id,game_iid,batch_id,status,title,keeps,randomizes,best,full_info,no_info,other_info,own_info,elapsed_time
243,1,168,Game finished,No information / Best deal matching,0,0,1,0,1,0,0,1300
244,2,168,Game finished,No information / Best deal matching,0,0,1,0,1,0,0,1300
245,3,168,Game finished,No information / Best deal matching,0,0,1,0,1,0,0,1300
246,4,168,Game finished,No information / Best deal matching,0,0,1,0,1,0,0,1320
247,5,168,Game finished,No information / Best deal matching,0,0,1,0,1,0,0,1315
