treatment,game,round,time,id,side,valuation,bid,type,price,match_id,match_time
1B127v10S,4,10,2,646,Seller,100.0,110,Manual,,,
1B127v10S,4,10,4,641,Seller,100.0,100,Manual,,,
1B127v10S,4,10,7,640,Seller,100.0,235,Manual,,,
1B127v10S,4,10,7,637,Buyer,127.0,100,Manual,,,
1B127v10S,4,10,7,637,Buyer,127.0,100,Auto,100.0,638.0,7.0
1B127v10S,5,1,3,653,Seller,100.0,200,Manual,,,
1B127v10S,5,1,7,648,Buyer,127.0,50,Manual,,,
1B127v10S,5,1,10,656,Seller,100.0,180,Manual,,,
1B127v10S,5,1,14,651,Seller,100.0,100,Manual,,,
1B127v10S,5,1,17,653,Seller,100.0,150,Manual,,,
1B127v10S,5,1,19,652,Seller,100.0,222,Manual,,,
1B127v10S,5,1,22,648,Buyer,127.0,60,Manual,,,
1B127v10S,5,1,26,647,Seller,100.0,225,Manual,,,
1B127v10S,5,1,27,653,Seller,100.0,145,Manual,,,
1B127v10S,5,1,29,651,Seller,100.0,250,Manual,,,
1B127v10S,5,1,33,652,Seller,100.0,250,Manual,,,
1B127v10S,5,1,36,653,Seller,100.0,130,Manual,,,
1B127v10S,5,1,36,648,Buyer,127.0,75,Manual,,,
1B127v10S,5,1,38,656,Seller,100.0,150,Manual,,,
1B127v10S,5,1,39,647,Seller,100.0,200,Manual,,,
1B127v10S,5,1,41,652,Seller,100.0,203,Manual,,,
1B127v10S,5,1,43,653,Seller,100.0,125,Manual,,,
1B127v10S,5,1,47,648,Buyer,127.0,95,Manual,,,
1B127v10S,5,1,48,647,Seller,100.0,150,Manual,,,
1B127v10S,5,1,50,653,Seller,100.0,120,Manual,120.0,648.0,55.0
1B127v10S,5,1,51,656,Seller,100.0,145,Manual,,,
1B127v10S,5,1,52,652,Seller,100.0,185,Manual,,,
1B127v10S,5,1,55,648,Buyer,127.0,120,Auto,120.0,653.0,55.0
1B127v10S,5,2,3,653,Seller,100.0,150,Manual,,,
1B127v10S,5,2,5,656,Seller,100.0,200,Manual,,,
1B127v10S,5,2,5,647,Seller,100.0,130,Manual,,,
1B127v10S,5,2,6,652,Seller,100.0,150,Manual,,,
1B127v10S,5,2,7,648,Buyer,127.0,90,Manual,,,
1B127v10S,5,2,10,652,Seller,100.0,120,Manual,,,
1B127v10S,5,2,10,653,Seller,100.0,129,Manual,,,
1B127v10S,5,2,14,653,Seller,100.0,119,Manual,,,
1B127v10S,5,2,18,647,Seller,100.0,115,Manual,,,
1B127v10S,5,2,19,656,Seller,100.0,175,Manual,,,
1B127v10S,5,2,20,653,Seller,100.0,114,Manual,,,
1B127v10S,5,2,21,648,Buyer,127.0,100,Manual,100.0,651.0,27.0
1B127v10S,5,2,24,652,Seller,100.0,120,Manual,,,
1B127v10S,5,2,27,647,Seller,100.0,105,Manual,,,
1B127v10S,5,2,27,651,Seller,100.0,100,Manual,,,
1B127v10S,5,2,27,651,Seller,100.0,100,Auto,100.0,648.0,27.0
1B127v10S,5,3,2,652,Seller,100.0,120,Manual,,,
1B127v10S,5,3,3,653,Seller,100.0,115,Manual,,,
1B127v10S,5,3,4,647,Seller,100.0,115,Manual,,,
1B127v10S,5,3,4,648,Buyer,127.0,90,Manual,,,
1B127v10S,5,3,6,651,Seller,100.0,100,Manual,,,
1B127v10S,5,3,6,656,Seller,100.0,123,Manual,,,
1B127v10S,5,3,7,652,Seller,100.0,150,Manual,,,
1B127v10S,5,3,8,653,Seller,100.0,110,Manual,,,
1B127v10S,5,3,14,648,Buyer,127.0,95,Manual,,,
1B127v10S,5,3,16,652,Seller,100.0,150,Manual,,,
1B127v10S,5,3,18,647,Seller,100.0,110,Manual,,,
1B127v10S,5,3,20,656,Seller,100.0,120,Manual,,,
1B127v10S,5,3,20,651,Seller,100.0,100,Manual,100.0,648.0,22.0
1B127v10S,5,3,21,647,Seller,100.0,105,Manual,,,
1B127v10S,5,3,22,648,Buyer,127.0,100,Auto,100.0,651.0,22.0
1B127v10S,5,4,2,653,Seller,100.0,105,Manual,,,
1B127v10S,5,4,3,652,Seller,100.0,500,Manual,,,
1B127v10S,5,4,5,648,Buyer,127.0,99,Manual,,,
1B127v10S,5,4,6,651,Seller,100.0,100,Manual,100.0,648.0,10.0
1B127v10S,5,4,6,656,Seller,100.0,135,Manual,,,
1B127v10S,5,4,7,647,Seller,100.0,105,Manual,,,
1B127v10S,5,4,9,652,Seller,100.0,120,Manual,,,
1B127v10S,5,4,10,648,Buyer,127.0,100,Auto,100.0,651.0,10.0
1B127v10S,5,5,2,653,Seller,100.0,105,Manual,,,
1B127v10S,5,5,3,652,Seller,100.0,120,Manual,,,
1B127v10S,5,5,5,656,Seller,100.0,145,Manual,,,
1B127v10S,5,5,7,647,Seller,100.0,105,Manual,,,
1B127v10S,5,5,10,648,Buyer,127.0,90,Manual,,,
1B127v10S,5,5,14,652,Seller,100.0,102,Manual,,,
1B127v10S,5,5,15,651,Seller,100.0,101,Manual,101.0,648.0,19.0
1B127v10S,5,5,19,648,Buyer,127.0,101,Auto,101.0,651.0,19.0
1B127v10S,5,6,3,647,Seller,100.0,110,Manual,,,
1B127v10S,5,6,3,652,Seller,100.0,120,Manual,,,
1B127v10S,5,6,5,651,Seller,100.0,100,Manual,100.0,648.0,7.0
1B127v10S,5,6,6,656,Seller,100.0,150,Manual,,,
1B127v10S,5,6,6,653,Seller,100.0,105,Manual,,,
1B127v10S,5,6,7,648,Buyer,127.0,100,Auto,100.0,651.0,7.0
1B127v10S,5,7,1,653,Seller,100.0,100,Manual,100.0,648.0,3.0
1B127v10S,5,7,2,647,Seller,100.0,110,Manual,,,
1B127v10S,5,7,3,648,Buyer,127.0,100,Auto,100.0,653.0,3.0
1B127v10S,5,8,1,653,Seller,100.0,105,Manual,,,
1B127v10S,5,8,2,656,Seller,100.0,111,Manual,,,
1B127v10S,5,8,4,651,Seller,100.0,101,Manual,,,
1B127v10S,5,8,5,647,Seller,100.0,105,Manual,,,
1B127v10S,5,8,8,647,Seller,100.0,100,Manual,100.0,648.0,15.0
1B127v10S,5,8,9,648,Buyer,127.0,95,Manual,,,
1B127v10S,5,8,12,652,Seller,100.0,666,Manual,,,
1B127v10S,5,8,15,648,Buyer,127.0,100,Auto,100.0,647.0,15.0
1B127v10S,5,9,2,653,Seller,100.0,120,Manual,,,
1B127v10S,5,9,2,652,Seller,100.0,420,Manual,,,
1B127v10S,5,9,4,656,Seller,100.0,101,Manual,,,
1B127v10S,5,9,5,647,Seller,100.0,105,Manual,,,
1B127v10S,5,9,6,651,Seller,100.0,101,Manual,,,
1B127v10S,5,9,10,648,Buyer,127.0,100,Manual,100.0,656.0,12.0
1B127v10S,5,9,12,656,Seller,100.0,100,Auto,100.0,648.0,12.0
1B127v10S,5,10,1,653,Seller,100.0,200,Manual,,,
1B127v10S,5,10,4,656,Seller,100.0,700,Manual,,,
1B127v10S,5,10,4,652,Seller,100.0,420,Manual,,,
1B127v10S,5,10,4,648,Buyer,127.0,98,Manual,,,
1B127v10S,5,10,6,647,Seller,100.0,105,Manual,,,
1B127v10S,5,10,7,651,Seller,100.0,102,Manual,,,
1B127v10S,5,10,7,652,Seller,100.0,100,Manual,100.0,648.0,13.0
1B127v10S,5,10,13,648,Buyer,127.0,100,Auto,100.0,652.0,13.0
1B148v10S,1,1,3,589,Seller,100.0,200,Manual,,,
1B148v10S,1,1,3,586,Seller,100.0,120,Manual,,,
1B148v10S,1,1,5,590,Seller,100.0,152,Manual,,,
1B148v10S,1,1,5,582,Seller,100.0,400,Manual,,,
1B148v10S,1,1,6,587,Seller,100.0,120,Manual,,,
1B148v10S,1,1,6,588,Seller,100.0,115,Manual,,,
1B148v10S,1,1,10,585,Seller,100.0,110,Manual,,,
1B148v10S,1,1,10,583,Seller,100.0,124,Manual,,,
1B148v10S,1,1,14,582,Seller,100.0,400,Manual,,,
1B148v10S,1,1,16,589,Seller,100.0,150,Manual,,,
1B148v10S,1,1,17,580,Seller,100.0,105,Manual,,,
1B148v10S,1,1,19,587,Seller,100.0,115,Manual,,,
1B148v10S,1,1,19,583,Seller,100.0,500,Manual,,,
1B148v10S,1,1,20,588,Seller,100.0,110,Manual,,,
1B148v10S,1,1,24,582,Seller,100.0,500,Manual,,,
1B148v10S,1,1,24,589,Seller,100.0,120,Manual,,,
1B148v10S,1,1,26,583,Seller,100.0,350,Manual,,,
1B148v10S,1,1,27,587,Seller,100.0,110,Manual,,,
1B148v10S,1,1,28,589,Seller,100.0,125,Manual,,,
1B148v10S,1,1,30,588,Seller,100.0,108,Manual,,,
1B148v10S,1,1,30,584,Seller,100.0,111,Manual,,,
1B148v10S,1,1,33,585,Seller,100.0,105,Manual,,,
1B148v10S,1,1,34,586,Seller,100.0,105,Manual,,,
1B148v10S,1,1,36,589,Seller,100.0,110,Manual,,,
1B148v10S,1,1,36,588,Seller,100.0,108,Manual,,,
1B148v10S,1,1,36,580,Seller,100.0,110,Manual,,,
1B148v10S,1,1,37,583,Seller,100.0,345,Manual,,,
1B148v10S,1,1,38,582,Seller,100.0,120,Manual,,,
1B148v10S,1,1,38,588,Seller,100.0,104,Manual,,,
1B148v10S,1,1,39,587,Seller,100.0,105,Manual,,,
1B148v10S,1,1,42,589,Seller,100.0,105,Manual,,,
1B148v10S,1,1,44,585,Seller,100.0,103,Manual,,,
1B148v10S,1,1,46,588,Seller,100.0,105,Manual,,,
1B148v10S,1,1,48,583,Seller,100.0,235,Manual,,,
1B148v10S,1,1,49,588,Seller,100.0,105,Manual,,,
1B148v10S,1,1,50,587,Seller,100.0,102,Manual,,,
1B148v10S,1,1,50,582,Seller,100.0,500,Manual,,,
1B148v10S,1,1,50,589,Seller,100.0,105,Manual,,,
1B148v10S,1,1,51,580,Seller,100.0,101,Manual,,,
1B148v10S,1,1,53,588,Seller,100.0,103,Manual,,,
1B148v10S,1,1,55,584,Seller,100.0,146,Manual,,,
1B148v10S,1,1,55,585,Seller,100.0,101,Manual,,,
1B148v10S,1,1,56,586,Seller,100.0,120,Manual,,,
1B148v10S,1,1,57,589,Seller,100.0,102,Manual,,,
1B148v10S,1,1,57,588,Seller,100.0,100,Manual,,,
1B148v10S,1,1,59,583,Seller,100.0,265,Manual,,,
1B148v10S,1,1,59,582,Seller,100.0,400,Manual,,,
1B148v10S,1,2,2,585,Seller,100.0,300,Manual,,,
1B148v10S,1,2,3,588,Seller,100.0,115,Manual,,,
1B148v10S,1,2,4,590,Seller,100.0,400,Manual,,,
1B148v10S,1,2,4,580,Seller,100.0,101,Manual,,,
1B148v10S,1,2,5,582,Seller,100.0,300,Manual,,,
1B148v10S,1,2,8,588,Seller,100.0,115,Manual,,,
1B148v10S,1,2,8,583,Seller,100.0,234,Manual,,,
1B148v10S,1,2,9,584,Seller,100.0,178,Manual,,,
1B148v10S,1,2,9,587,Seller,100.0,110,Manual,,,
1B148v10S,1,2,9,589,Seller,100.0,120,Manual,,,
1B148v10S,1,2,12,586,Seller,100.0,120,Manual,,,
1B148v10S,1,2,13,585,Seller,100.0,125,Manual,,,
1B148v10S,1,2,15,582,Seller,100.0,300,Manual,,,
1B148v10S,1,2,16,588,Seller,100.0,105,Manual,,,
1B148v10S,1,2,18,583,Seller,100.0,300,Manual,,,
1B148v10S,1,2,19,580,Seller,100.0,100,Manual,,,
1B148v10S,1,2,20,584,Seller,100.0,154,Manual,,,
1B148v10S,1,2,20,589,Seller,100.0,115,Manual,,,
1B148v10S,1,2,21,587,Seller,100.0,105,Manual,,,
1B148v10S,1,2,22,588,Seller,100.0,103,Manual,,,
1B148v10S,1,2,23,585,Seller,100.0,102,Manual,,,
1B148v10S,1,2,25,582,Seller,100.0,200,Manual,,,
1B148v10S,1,2,28,583,Seller,100.0,450,Manual,,,
1B148v10S,1,2,29,589,Seller,100.0,110,Manual,,,
1B148v10S,1,2,30,584,Seller,100.0,123,Manual,,,
1B148v10S,1,2,31,587,Seller,100.0,102,Manual,,,
1B148v10S,1,2,32,580,Seller,100.0,100,Manual,,,
1B148v10S,1,2,34,588,Seller,100.0,102,Manual,,,
1B148v10S,1,2,34,582,Seller,100.0,300,Manual,,,
1B148v10S,1,2,35,589,Seller,100.0,105,Manual,,,
1B148v10S,1,2,37,588,Seller,100.0,101,Manual,,,
1B148v10S,1,2,38,580,Seller,100.0,200,Manual,,,
1B148v10S,1,2,39,588,Seller,100.0,101,Manual,,,
1B148v10S,1,2,40,583,Seller,100.0,465,Manual,,,
1B148v10S,1,2,41,588,Seller,100.0,102,Manual,,,
1B148v10S,1,2,41,584,Seller,100.0,134,Manual,,,
1B148v10S,1,2,41,589,Seller,100.0,102,Manual,,,
1B148v10S,1,2,43,585,Seller,100.0,101,Manual,,,
1B148v10S,1,2,43,587,Seller,100.0,100,Manual,,,
1B148v10S,1,2,44,588,Seller,100.0,102,Manual,,,
1B148v10S,1,2,45,580,Seller,100.0,100,Manual,,,
1B148v10S,1,2,47,583,Seller,100.0,655,Manual,,,
1B148v10S,1,2,48,582,Seller,100.0,400,Manual,,,
1B148v10S,1,2,49,589,Seller,100.0,102,Manual,,,
1B148v10S,1,2,49,588,Seller,100.0,101,Manual,,,
1B148v10S,1,2,50,584,Seller,100.0,167,Manual,,,
1B148v10S,1,2,51,588,Seller,100.0,102,Manual,,,
1B148v10S,1,2,52,589,Seller,100.0,101,Manual,,,
1B148v10S,1,2,53,588,Seller,100.0,102,Manual,,,
1B148v10S,1,2,55,588,Seller,100.0,102,Manual,,,
1B148v10S,1,2,55,585,Seller,100.0,101,Manual,,,
1B148v10S,1,2,57,590,Seller,100.0,101,Manual,,,
1B148v10S,1,2,59,587,Seller,100.0,101,Manual,,,
1B148v10S,1,2,59,583,Seller,100.0,198,Manual,,,
1B148v10S,1,2,59,580,Seller,100.0,103,Manual,,,
1B148v10S,1,2,59,582,Seller,100.0,200,Manual,,,
1B148v10S,1,2,60,588,Seller,100.0,100,Manual,,,
1B148v10S,1,3,2,585,Seller,100.0,300,Manual,,,
1B148v10S,1,3,3,588,Seller,100.0,105,Manual,,,
1B148v10S,1,3,4,589,Seller,100.0,110,Manual,,,
1B148v10S,1,3,4,580,Seller,100.0,105,Manual,,,
1B148v10S,1,3,5,587,Seller,100.0,120,Manual,,,
1B148v10S,1,3,7,582,Seller,100.0,250,Manual,,,
1B148v10S,1,3,9,585,Seller,100.0,104,Manual,,,
1B148v10S,1,3,9,587,Seller,100.0,105,Manual,,,
1B148v10S,1,3,9,583,Seller,100.0,354,Manual,,,
1B148v10S,1,3,13,580,Seller,100.0,101,Manual,,,
1B148v10S,1,3,13,587,Seller,100.0,102,Manual,,,
1B148v10S,1,3,14,582,Seller,100.0,300,Manual,,,
1B148v10S,1,3,17,585,Seller,100.0,101,Manual,,,
1B148v10S,1,3,18,589,Seller,100.0,105,Manual,,,
1B148v10S,1,3,18,587,Seller,100.0,101,Manual,,,
1B148v10S,1,3,19,583,Seller,100.0,545,Manual,,,
1B148v10S,1,3,19,586,Seller,100.0,989,Manual,,,
1B148v10S,1,3,20,588,Seller,100.0,105,Manual,,,
1B148v10S,1,3,20,584,Seller,100.0,156,Manual,,,
1B148v10S,1,3,26,582,Seller,100.0,275,Manual,,,
1B148v10S,1,3,26,583,Seller,100.0,656,Manual,,,
1B148v10S,1,3,26,580,Seller,100.0,104,Manual,,,
1B148v10S,1,3,29,584,Seller,100.0,145,Manual,,,
1B148v10S,1,3,30,585,Seller,100.0,101,Manual,,,
1B148v10S,1,3,31,587,Seller,100.0,101,Manual,,,
1B148v10S,1,3,31,586,Seller,100.0,666,Manual,,,
1B148v10S,1,3,35,580,Seller,100.0,101,Manual,,,
1B148v10S,1,3,36,589,Seller,100.0,105,Manual,,,
1B148v10S,1,3,37,588,Seller,100.0,101,Manual,,,
1B148v10S,1,3,38,582,Seller,100.0,300,Manual,,,
1B148v10S,1,3,41,589,Seller,100.0,105,Manual,,,
1B148v10S,1,3,41,585,Seller,100.0,101,Manual,,,
1B148v10S,1,3,41,587,Seller,100.0,101,Manual,,,
1B148v10S,1,3,42,580,Seller,100.0,100,Manual,,,
1B148v10S,1,3,44,586,Seller,100.0,998,Manual,,,
1B148v10S,1,3,46,589,Seller,100.0,105,Manual,,,
1B148v10S,1,3,47,584,Seller,100.0,167,Manual,,,
1B148v10S,1,3,48,582,Seller,100.0,500,Manual,,,
1B148v10S,1,3,48,588,Seller,100.0,100,Manual,,,
1B148v10S,1,3,51,589,Seller,100.0,102,Manual,,,
1B148v10S,1,3,53,587,Seller,100.0,101,Manual,,,
1B148v10S,1,3,53,585,Seller,100.0,101,Manual,,,
1B148v10S,1,3,56,588,Seller,100.0,100,Manual,,,
1B148v10S,1,3,58,582,Seller,100.0,700,Manual,,,
1B148v10S,1,4,2,585,Seller,100.0,150,Manual,,,
1B148v10S,1,4,4,589,Seller,100.0,105,Manual,,,
1B148v10S,1,4,4,590,Seller,100.0,889,Manual,,,
1B148v10S,1,4,6,587,Seller,100.0,101,Manual,,,
1B148v10S,1,4,8,588,Seller,100.0,105,Manual,,,
1B148v10S,1,4,9,584,Seller,100.0,178,Manual,,,
1B148v10S,1,4,9,585,Seller,100.0,101,Manual,,,
1B148v10S,1,4,9,583,Seller,100.0,546,Manual,,,
1B148v10S,1,4,11,589,Seller,100.0,102,Manual,,,
1B148v10S,1,4,11,582,Seller,100.0,400,Manual,,,
1B148v10S,1,4,15,583,Seller,100.0,142,Manual,,,
1B148v10S,1,4,17,585,Seller,100.0,101,Manual,,,
1B148v10S,1,4,17,587,Seller,100.0,101,Manual,,,
1B148v10S,1,4,19,589,Seller,100.0,103,Manual,,,
1B148v10S,1,4,19,585,Seller,100.0,101,Manual,,,
1B148v10S,1,4,22,582,Seller,100.0,150,Manual,,,
1B148v10S,1,4,23,589,Seller,100.0,102,Manual,,,
1B148v10S,1,4,27,588,Seller,100.0,101,Manual,,,
1B148v10S,1,4,27,589,Seller,100.0,102,Manual,,,
1B148v10S,1,4,28,587,Seller,100.0,101,Manual,,,
1B148v10S,1,4,29,585,Seller,100.0,100,Manual,,,
1B148v10S,1,4,30,589,Seller,100.0,101,Manual,,,
1B148v10S,1,4,31,584,Seller,100.0,167,Manual,,,
1B148v10S,1,4,32,582,Seller,100.0,300,Manual,,,
1B148v10S,1,4,34,589,Seller,100.0,105,Manual,,,
1B148v10S,1,4,38,583,Seller,100.0,213,Manual,,,
1B148v10S,1,4,39,587,Seller,100.0,101,Manual,,,
1B148v10S,1,4,41,582,Seller,100.0,400,Manual,,,
1B148v10S,1,4,43,583,Seller,100.0,165,Manual,,,
1B148v10S,1,4,44,588,Seller,100.0,100,Manual,,,
1B148v10S,1,4,44,585,Seller,100.0,100,Manual,,,
1B148v10S,1,4,46,589,Seller,100.0,102,Manual,,,
1B148v10S,1,4,48,582,Seller,100.0,300,Manual,,,
1B148v10S,1,4,50,589,Seller,100.0,101,Manual,,,
1B148v10S,1,4,50,583,Seller,100.0,245,Manual,,,
1B148v10S,1,4,50,587,Seller,100.0,101,Manual,,,
1B148v10S,1,4,53,586,Seller,100.0,989,Manual,,,
1B148v10S,1,4,55,582,Seller,100.0,299,Manual,,,
1B148v10S,1,4,57,585,Seller,100.0,100,Manual,,,
1B148v10S,1,4,59,588,Seller,100.0,100,Manual,,,
1B148v10S,1,5,3,589,Seller,100.0,105,Manual,,,
1B148v10S,1,5,4,580,Seller,100.0,101,Manual,,,
1B148v10S,1,5,7,583,Seller,100.0,145,Manual,,,
1B148v10S,1,5,7,582,Seller,100.0,200,Manual,,,
1B148v10S,1,5,7,585,Seller,100.0,101,Manual,,,
1B148v10S,1,5,10,587,Seller,100.0,101,Manual,,,
1B148v10S,1,5,11,589,Seller,100.0,105,Manual,,,
1B148v10S,1,5,12,590,Seller,100.0,157,Manual,,,
1B148v10S,1,5,13,584,Seller,100.0,114,Manual,,,
1B148v10S,1,5,16,582,Seller,100.0,299,Manual,,,
1B148v10S,1,5,17,580,Seller,100.0,101,Manual,,,
1B148v10S,1,5,21,587,Seller,100.0,101,Manual,,,
1B148v10S,1,5,22,582,Seller,100.0,300,Manual,,,
1B148v10S,1,5,22,585,Seller,100.0,101,Manual,,,
1B148v10S,1,5,22,583,Seller,100.0,165,Manual,,,
1B148v10S,1,5,24,586,Seller,100.0,998,Manual,,,
1B148v10S,1,5,24,584,Seller,100.0,123,Manual,,,
1B148v10S,1,5,24,585,Seller,100.0,101,Manual,,,
1B148v10S,1,5,26,588,Seller,100.0,100,Manual,,,
1B148v10S,1,5,30,582,Seller,100.0,157,Manual,,,
1B148v10S,1,5,31,584,Seller,100.0,145,Manual,,,
1B148v10S,1,5,31,583,Seller,100.0,175,Manual,,,
1B148v10S,1,5,33,585,Seller,100.0,101,Manual,,,
1B148v10S,1,5,35,587,Seller,100.0,100,Manual,,,
1B148v10S,1,5,36,588,Seller,100.0,100,Manual,,,
1B148v10S,1,5,36,580,Seller,100.0,101,Manual,,,
1B148v10S,1,5,39,582,Seller,100.0,101,Manual,,,
1B148v10S,1,5,39,584,Seller,100.0,145,Manual,,,
1B148v10S,1,5,41,583,Seller,100.0,170,Manual,,,
1B148v10S,1,5,43,589,Seller,100.0,105,Manual,,,
1B148v10S,1,5,43,580,Seller,100.0,130,Manual,,,
1B148v10S,1,5,46,587,Seller,100.0,101,Manual,,,
1B148v10S,1,5,48,589,Seller,100.0,102,Manual,,,
1B148v10S,1,5,48,580,Seller,100.0,120,Manual,,,
1B148v10S,1,5,48,585,Seller,100.0,101,Manual,,,
1B148v10S,1,5,49,584,Seller,100.0,167,Manual,,,
1B148v10S,1,5,51,590,Seller,100.0,152,Manual,,,
1B148v10S,1,5,51,582,Seller,100.0,157,Manual,,,
1B148v10S,1,5,55,580,Seller,100.0,100,Manual,,,
1B148v10S,1,5,55,588,Seller,100.0,100,Manual,,,
1B148v10S,1,5,60,585,Seller,100.0,101,Manual,,,
1B148v10S,1,6,2,585,Seller,100.0,300,Manual,,,
1B148v10S,1,6,3,589,Seller,100.0,102,Manual,,,
1B148v10S,1,6,3,588,Seller,100.0,100,Manual,,,
1B148v10S,1,6,4,580,Seller,100.0,101,Manual,,,
1B148v10S,1,6,5,590,Seller,100.0,167,Manual,,,
1B148v10S,1,6,8,589,Seller,100.0,100,Manual,,,
1B148v10S,1,6,8,587,Seller,100.0,101,Manual,,,
1B148v10S,1,6,8,584,Seller,100.0,123,Manual,,,
1B148v10S,1,6,10,580,Seller,100.0,110,Manual,,,
1B148v10S,1,6,12,589,Seller,100.0,101,Manual,,,
1B148v10S,1,6,13,583,Seller,100.0,213,Manual,,,
1B148v10S,1,6,16,584,Seller,100.0,123,Manual,,,
1B148v10S,1,6,16,589,Seller,100.0,105,Manual,,,
1B148v10S,1,6,16,585,Seller,100.0,150,Manual,,,
1B148v10S,1,6,17,580,Seller,100.0,105,Manual,,,
1B148v10S,1,6,19,587,Seller,100.0,101,Manual,,,
1B148v10S,1,6,21,586,Seller,100.0,998,Manual,,,
1B148v10S,1,6,22,583,Seller,100.0,154,Manual,,,
1B148v10S,1,6,23,585,Seller,100.0,150,Manual,,,
1B148v10S,1,6,24,589,Seller,100.0,105,Manual,,,
1B148v10S,1,6,26,584,Seller,100.0,322,Manual,,,
1B148v10S,1,6,26,585,Seller,100.0,150,Manual,,,
1B148v10S,1,6,26,589,Seller,100.0,105,Manual,,,
1B148v10S,1,6,28,589,Seller,100.0,105,Manual,,,
1B148v10S,1,6,30,587,Seller,100.0,101,Manual,,,
1B148v10S,1,6,30,584,Seller,100.0,321,Manual,,,
1B148v10S,1,6,31,583,Seller,100.0,543,Manual,,,
1B148v10S,1,6,35,584,Seller,100.0,432,Manual,,,
1B148v10S,1,6,38,589,Seller,100.0,105,Manual,,,
1B148v10S,1,6,38,585,Seller,100.0,150,Manual,,,
1B148v10S,1,6,40,584,Seller,100.0,234,Manual,,,
1B148v10S,1,6,41,582,Seller,100.0,200,Manual,,,
1B148v10S,1,6,42,587,Seller,100.0,101,Manual,,,
1B148v10S,1,6,42,583,Seller,100.0,165,Manual,,,
1B148v10S,1,6,43,589,Seller,100.0,105,Manual,,,
1B148v10S,1,6,44,584,Seller,100.0,523,Manual,,,
1B148v10S,1,6,45,582,Seller,100.0,400,Manual,,,
1B148v10S,1,6,50,584,Seller,100.0,342,Manual,,,
1B148v10S,1,6,51,582,Seller,100.0,101,Manual,,,
1B148v10S,1,6,51,588,Seller,100.0,100,Manual,,,
1B148v10S,1,6,51,587,Seller,100.0,101,Manual,,,
1B148v10S,1,6,52,589,Seller,100.0,105,Manual,,,
1B148v10S,1,6,53,583,Seller,100.0,165,Manual,,,
1B148v10S,1,6,56,582,Seller,100.0,155,Manual,,,
1B148v10S,1,6,57,589,Seller,100.0,105,Manual,,,
1B148v10S,1,6,58,584,Seller,100.0,543,Manual,,,
1B148v10S,1,6,59,580,Seller,100.0,101,Manual,,,
1B148v10S,1,6,60,585,Seller,100.0,100,Manual,,,
1B148v10S,1,7,2,585,Seller,100.0,105,Manual,,,
1B148v10S,1,7,2,589,Seller,100.0,105,Manual,,,
1B148v10S,1,7,3,587,Seller,100.0,101,Manual,,,
1B148v10S,1,7,4,588,Seller,100.0,100,Manual,,,
1B148v10S,1,7,4,586,Seller,100.0,101,Manual,,,
1B148v10S,1,7,4,580,Seller,100.0,101,Manual,,,
1B148v10S,1,7,6,590,Seller,100.0,229,Manual,,,
1B148v10S,1,7,7,582,Seller,100.0,650,Manual,,,
1B148v10S,1,7,8,584,Seller,100.0,145,Manual,,,
1B148v10S,1,7,12,589,Seller,100.0,105,Manual,,,
1B148v10S,1,7,12,585,Seller,100.0,100,Manual,,,
1B148v10S,1,7,13,583,Seller,100.0,145,Manual,,,
1B148v10S,1,7,15,582,Seller,100.0,599,Manual,,,
1B148v10S,1,7,19,587,Seller,100.0,101,Manual,,,
1B148v10S,1,7,19,586,Seller,100.0,101,Manual,,,
1B148v10S,1,7,21,583,Seller,100.0,155,Manual,,,
1B148v10S,1,7,22,589,Seller,100.0,105,Manual,,,
1B148v10S,1,7,22,588,Seller,100.0,100,Manual,,,
1B148v10S,1,7,22,584,Seller,100.0,534,Manual,,,
1B148v10S,1,7,22,585,Seller,100.0,100,Manual,,,
1B148v10S,1,7,27,583,Seller,100.0,588,Manual,,,
1B148v10S,1,7,27,584,Seller,100.0,643,Manual,,,
1B148v10S,1,7,27,589,Seller,100.0,105,Manual,,,
1B148v10S,1,7,30,587,Seller,100.0,101,Manual,,,
1B148v10S,1,7,31,582,Seller,100.0,257,Manual,,,
1B148v10S,1,7,32,585,Seller,100.0,100,Manual,,,
1B148v10S,1,7,34,584,Seller,100.0,322,Manual,,,
1B148v10S,1,7,35,583,Seller,100.0,124,Manual,,,
1B148v10S,1,7,38,582,Seller,100.0,300,Manual,,,
1B148v10S,1,7,41,589,Seller,100.0,105,Manual,,,
1B148v10S,1,7,41,587,Seller,100.0,101,Manual,,,
1B148v10S,1,7,41,588,Seller,100.0,100,Manual,,,
1B148v10S,1,7,44,589,Seller,100.0,105,Manual,,,
1B148v10S,1,7,44,585,Seller,100.0,100,Manual,,,
1B148v10S,1,7,46,582,Seller,100.0,400,Manual,,,
1B148v10S,1,7,51,584,Seller,100.0,236,Manual,,,
1B148v10S,1,7,51,580,Seller,100.0,101,Manual,,,
1B148v10S,1,7,52,588,Seller,100.0,100,Manual,,,
1B148v10S,1,7,52,587,Seller,100.0,101,Manual,,,
1B148v10S,1,7,53,583,Seller,100.0,235,Manual,,,
1B148v10S,1,7,53,582,Seller,100.0,401,Manual,,,
1B148v10S,1,7,55,585,Seller,100.0,100,Manual,,,
1B148v10S,1,7,55,589,Seller,100.0,105,Manual,,,
1B148v10S,1,7,60,582,Seller,100.0,300,Manual,,,
1B148v10S,1,8,1,589,Seller,100.0,105,Manual,,,
