treatment,game,round,time,id,side,valuation,bid,price,match_id,match_time,type,status
FullLimS,1,3,25,68,Buyer,123,100,,,,Manual,Expired
FullLimS,1,3,26,69,Seller,83,157,,,,Manual,Replaced
FullLimS,1,3,27,66,Buyer,133,100,,,,Manual,Expired
FullLimS,1,3,28,72,Buyer,108,100,,,,Manual,Expired
FullLimS,1,3,31,73,Seller,98,120,,,,Manual,Expired
FullLimS,1,3,33,77,Seller,108,175,,,,Manual,Expired
FullLimS,1,3,34,69,Seller,83,142,,,,Manual,Expired
FullLimS,1,3,36,68,Buyer,123,100,,,,Manual,Expired
FullLimS,1,3,37,66,Buyer,133,101,,,,Manual,Expired
FullLimS,1,3,40,78,Buyer,93,75,,,,Manual,Replaced
FullLimS,1,3,41,70,Buyer,113,54,,,,Manual,Replaced
FullLimS,1,3,42,72,Buyer,108,105,105.0,75.0,42.0,Manual,Accepted
FullLimS,1,3,42,75,Seller,103,105,105.0,72.0,42.0,Auto,Accepted
FullLimS,1,3,47,77,Seller,108,180,,,,Manual,Expired
FullLimS,1,3,47,78,Buyer,93,75,,,,Manual,Replaced
FullLimS,1,3,48,70,Buyer,113,54,,,,Manual,Expired
FullLimS,1,3,49,69,Seller,83,115,,,,Manual,Replaced
FullLimS,1,3,50,73,Seller,98,120,120.0,68.0,57.0,Manual,Accepted
FullLimS,1,3,52,71,Seller,93,200,,,,Manual,Expired
FullLimS,1,3,53,68,Buyer,123,105,,,,Manual,Replaced
FullLimS,1,3,53,66,Buyer,133,105,,,,Manual,Expired
FullLimS,1,3,55,78,Buyer,93,75,,,,Manual,Expired
FullLimS,1,3,56,69,Seller,83,185,,,,Manual,Replaced
FullLimS,1,3,57,68,Buyer,123,120,120.0,73.0,57.0,Auto,Accepted
FullLimS,1,3,58,77,Seller,108,190,,,,Manual,Expired
FullLimS,1,3,64,69,Seller,83,120,,,,Manual,Replaced
FullLimS,1,3,64,70,Buyer,113,75,,,,Manual,Replaced
FullLimS,1,3,65,78,Buyer,93,75,,,,Manual,Expired
FullLimS,1,3,69,66,Buyer,133,106,,,,Manual,Expired
FullLimS,1,3,70,77,Seller,108,200,,,,Manual,Expired
FullLimS,1,3,71,69,Seller,83,124,,,,Manual,Replaced
FullLimS,1,3,72,70,Buyer,113,65,,,,Manual,Replaced
FullLimS,1,3,79,69,Seller,83,131,,,,Manual,Replaced
FullLimS,1,3,80,71,Seller,93,199,,,,Manual,Expired
FullLimS,1,3,81,70,Buyer,113,35,,,,Manual,Expired
FullLimS,1,3,82,78,Buyer,93,75,,,,Manual,Replaced
FullLimS,1,3,82,66,Buyer,133,110,110.0,69.0,85.0,Manual,Accepted
FullLimS,1,3,85,69,Seller,83,110,110.0,66.0,85.0,Auto,Accepted
FullLimS,1,3,91,78,Buyer,93,75,,,,Manual,Expired
FullLimS,1,3,93,70,Buyer,113,35,,,,Manual,Replaced
FullLimS,1,3,101,78,Buyer,93,75,,,,Manual,Expired
FullLimS,1,3,101,70,Buyer,113,45,,,,Manual,Replaced
FullLimS,1,3,109,70,Buyer,113,45,,,,Manual,Replaced
FullLimS,1,3,109,74,Buyer,103,100,,,,Manual,Replaced
FullLimS,1,3,116,70,Buyer,113,45,,,,Manual,Replaced
FullLimS,1,3,116,74,Buyer,103,103,103.0,71.0,123.0,Manual,Accepted
FullLimS,1,3,119,78,Buyer,93,75,,,,Manual,Expired
FullLimS,1,3,122,70,Buyer,113,55,,,,Manual,Replaced
FullLimS,1,3,123,71,Seller,93,103,103.0,74.0,123.0,Auto,Accepted
FullLimS,1,3,129,70,Buyer,113,54,,,,Manual,Expired
FullLimS,1,4,8,66,Buyer,133,100,,,,Manual,Expired
FullLimS,1,4,19,72,Buyer,108,100,,,,Manual,Expired
FullLimS,1,4,21,69,Seller,83,135,,,,Manual,Replaced
FullLimS,1,4,21,73,Seller,98,118,118.0,68.0,29.0,Manual,Accepted
FullLimS,1,4,22,70,Buyer,113,35,,,,Manual,Expired
FullLimS,1,4,25,74,Buyer,103,101,,,,Manual,Expired
FullLimS,1,4,25,66,Buyer,133,105,,,,Manual,Expired
FullLimS,1,4,29,69,Seller,83,124,,,,Manual,Replaced
FullLimS,1,4,29,68,Buyer,123,118,118.0,73.0,29.0,Auto,Accepted
FullLimS,1,4,35,71,Seller,93,150,,,,Manual,Replaced
FullLimS,1,4,37,69,Seller,83,117,,,,Manual,Expired
FullLimS,1,4,38,72,Buyer,108,100,100.0,71.0,38.0,Manual,Accepted
FullLimS,1,4,38,71,Seller,93,100,100.0,72.0,38.0,Auto,Accepted
FullLimS,1,4,40,66,Buyer,133,105,,,,Manual,Replaced
FullLimS,1,4,40,78,Buyer,93,75,,,,Manual,Replaced
FullLimS,1,4,47,69,Seller,83,132,,,,Manual,Replaced
FullLimS,1,4,47,78,Buyer,93,75,,,,Manual,Replaced
FullLimS,1,4,48,67,Buyer,128,78,,,,Manual,Expired
FullLimS,1,4,49,66,Buyer,133,105,105.0,75.0,51.0,Manual,Accepted
FullLimS,1,4,51,74,Buyer,103,102,,,,Manual,Expired
FullLimS,1,4,51,75,Seller,103,105,105.0,66.0,51.0,Auto,Accepted
FullLimS,1,4,54,78,Buyer,93,75,,,,Manual,Replaced
FullLimS,1,4,56,69,Seller,83,145,,,,Manual,Replaced
FullLimS,1,4,62,78,Buyer,93,80,,,,Manual,Expired
FullLimS,1,4,64,69,Seller,83,157,,,,Manual,Replaced
FullLimS,1,4,67,70,Buyer,113,75,,,,Manual,Expired
FullLimS,1,4,70,69,Seller,83,198,,,,Manual,Replaced
FullLimS,1,4,71,67,Buyer,128,85,,,,Manual,Replaced
FullLimS,1,4,75,78,Buyer,93,90,,,,Manual,Expired
FullLimS,1,4,76,69,Seller,83,187,,,,Manual,Replaced
FullLimS,1,4,79,67,Buyer,128,65,,,,Manual,Expired
FullLimS,1,4,82,69,Seller,83,165,,,,Manual,Replaced
FullLimS,1,4,88,78,Buyer,93,90,,,,Manual,Expired
FullLimS,1,4,90,69,Seller,83,164,,,,Manual,Replaced
FullLimS,1,4,99,69,Seller,83,121,,,,Manual,Replaced
FullLimS,1,4,102,78,Buyer,93,90,90.0,69.0,106.0,Manual,Accepted
FullLimS,1,4,106,69,Seller,83,90,90.0,78.0,106.0,Auto,Accepted
FullLimS,1,4,114,74,Buyer,103,103,,,,Manual,Expired
FullLimS,1,4,124,67,Buyer,128,96,,,,Manual,Expired
FullLimS,1,5,4,69,Seller,83,124,,,,Manual,Replaced
FullLimS,1,5,7,66,Buyer,133,105,105.0,69.0,14.0,Manual,Accepted
FullLimS,1,5,9,72,Buyer,108,98,,,,Manual,Expired
FullLimS,1,5,12,69,Seller,83,124,,,,Manual,Replaced
FullLimS,1,5,14,69,Seller,83,105,105.0,66.0,14.0,Auto,Accepted
FullLimS,1,5,17,78,Buyer,93,75,,,,Manual,Replaced
FullLimS,1,5,17,73,Seller,98,119,,,,Manual,Expired
FullLimS,1,5,18,76,Buyer,98,97,,,,Manual,Expired
FullLimS,1,5,24,75,Seller,103,105,105.0,72.0,33.0,Manual,Accepted
FullLimS,1,5,25,78,Buyer,93,80,,,,Manual,Expired
FullLimS,1,5,26,67,Buyer,128,63,,,,Manual,Replaced
FullLimS,1,5,32,67,Buyer,128,75,,,,Manual,Expired
FullLimS,1,5,32,73,Seller,98,120,,,,Manual,Expired
FullLimS,1,5,33,72,Buyer,108,105,105.0,75.0,33.0,Manual,Replaced
FullLimS,1,5,36,68,Buyer,123,100,,,,Manual,Expired
FullLimS,1,5,37,78,Buyer,93,80,,,,Manual,Expired
FullLimS,1,5,39,76,Buyer,98,97,,,,Manual,Expired
FullLimS,1,5,48,68,Buyer,123,100,,,,Manual,Replaced
FullLimS,1,5,49,73,Seller,98,115,115.0,68.0,55.0,Manual,Accepted
FullLimS,1,5,50,78,Buyer,93,80,,,,Manual,Expired
FullLimS,1,5,55,68,Buyer,123,115,115.0,73.0,55.0,Auto,Accepted
FullLimS,1,5,60,76,Buyer,98,97,,,,Manual,Expired
FullLimS,1,5,61,71,Seller,93,150,,,,Manual,Expired
FullLimS,1,5,62,78,Buyer,93,80,,,,Manual,Expired
FullLimS,1,5,75,78,Buyer,93,80,,,,Manual,Expired
FullLimS,1,5,78,67,Buyer,128,55,,,,Manual,Replaced
FullLimS,1,5,82,67,Buyer,128,88,,,,Manual,Replaced
FullLimS,1,5,85,67,Buyer,128,36,,,,Manual,Replaced
FullLimS,1,5,86,78,Buyer,93,90,,,,Manual,Replaced
FullLimS,1,5,89,67,Buyer,128,45,,,,Manual,Replaced
FullLimS,1,5,91,78,Buyer,93,85,,,,Manual,Expired
FullLimS,1,5,93,67,Buyer,128,77,,,,Manual,Expired
FullLimS,1,5,93,71,Seller,93,120,,,,Manual,Replaced
FullLimS,1,5,95,76,Buyer,98,97,97.0,71.0,97.0,Manual,Accepted
FullLimS,1,5,97,71,Seller,93,97,97.0,76.0,97.0,Auto,Accepted
FullLimS,1,5,106,78,Buyer,93,80,,,,Manual,Expired
FullLimS,1,5,121,78,Buyer,93,80,,,,Manual,Expired
FullLimS,1,6,4,69,Seller,83,118,,,,Manual,Expired
FullLimS,1,6,6,66,Buyer,133,105,105.0,75.0,7.0,Manual,Accepted
FullLimS,1,6,6,73,Seller,98,120,,,,Manual,Expired
FullLimS,1,6,7,76,Buyer,98,95,,,,Manual,Expired
FullLimS,1,6,7,67,Buyer,128,75,,,,Manual,Expired
FullLimS,1,6,7,75,Seller,103,104,105.0,66.0,7.0,Manual,Replaced
FullLimS,1,6,11,68,Buyer,123,100,,,,Manual,Expired
FullLimS,1,6,17,71,Seller,93,105,,,,Manual,Expired
FullLimS,1,6,24,69,Seller,83,112,,,,Manual,Expired
FullLimS,1,6,29,78,Buyer,93,80,,,,Manual,Replaced
FullLimS,1,6,29,76,Buyer,98,90,,,,Manual,Expired
FullLimS,1,6,29,67,Buyer,128,80,,,,Manual,Expired
FullLimS,1,6,30,73,Seller,98,115,,,,Manual,Expired
FullLimS,1,6,30,68,Buyer,123,105,,,,Manual,Expired
FullLimS,1,6,31,72,Buyer,108,105,,,,Manual,Expired
FullLimS,1,6,34,78,Buyer,93,80,,,,Manual,Expired
FullLimS,1,6,34,69,Seller,83,110,,,,Manual,Expired
FullLimS,1,6,81,78,Buyer,93,80,,,,Manual,Replaced
FullLimS,1,6,81,72,Buyer,108,105,,,,Manual,Expired
FullLimS,1,6,81,70,Buyer,113,35,,,,Manual,Expired
FullLimS,1,6,81,76,Buyer,98,90,,,,Manual,Expired
FullLimS,1,6,82,73,Seller,98,115,,,,Manual,Expired
FullLimS,1,6,82,78,Buyer,93,80,,,,Manual,Expired
FullLimS,1,6,82,68,Buyer,123,105,,,,Manual,Expired
FullLimS,1,6,117,74,Buyer,103,100,,,,Manual,Expired
FullLimS,1,6,117,73,Seller,98,115,,,,Manual,Expired
FullLimS,1,6,117,71,Seller,93,120,,,,Manual,Expired
FullLimS,1,6,117,77,Seller,108,200,,,,Manual,Expired
FullLimS,1,6,118,69,Seller,83,110,,,,Manual,Expired
FullLimS,1,7,69,68,Buyer,123,105,105.0,75.0,77.0,Manual,Accepted
FullLimS,1,7,70,73,Seller,98,110,,,,Manual,Expired
FullLimS,1,7,77,71,Seller,93,110,,,,Manual,Expired
FullLimS,1,7,77,75,Seller,103,105,105.0,68.0,77.0,Auto,Accepted
FullLimS,1,7,93,73,Seller,98,110,,,,Manual,Expired
FullLimS,1,7,95,69,Seller,83,108,108.0,66.0,96.0,Manual,Accepted
FullLimS,1,7,96,66,Buyer,133,108,108.0,69.0,96.0,Auto,Accepted
FullLimS,1,7,124,73,Seller,98,105,,,,Manual,Expired
FullLimS,1,7,133,77,Seller,108,200,,,,Manual,Expired
FullLimS,1,8,7,66,Buyer,133,105,105.0,69.0,10.0,Manual,Accepted
FullLimS,1,8,10,69,Seller,83,105,105.0,66.0,10.0,Auto,Accepted
FullLimS,1,8,15,68,Buyer,123,100,,,,Manual,Expired
FullLimS,1,8,17,77,Seller,108,150,,,,Manual,Expired
FullLimS,1,8,25,73,Seller,98,115,,,,Manual,Expired
FullLimS,1,8,26,67,Buyer,128,65,,,,Manual,Expired
FullLimS,1,8,34,68,Buyer,123,100,,,,Manual,Expired
FullLimS,1,8,41,77,Seller,108,180,,,,Manual,Expired
FullLimS,1,8,44,67,Buyer,128,88,,,,Manual,Replaced
FullLimS,1,8,45,78,Buyer,93,80,,,,Manual,Replaced
FullLimS,1,8,47,73,Seller,98,110,,,,Manual,Expired
FullLimS,1,8,47,68,Buyer,123,100,,,,Manual,Expired
FullLimS,1,8,51,78,Buyer,93,80,,,,Manual,Replaced
FullLimS,1,8,53,67,Buyer,128,99,,,,Manual,Replaced
FullLimS,1,8,57,78,Buyer,93,80,,,,Manual,Replaced
FullLimS,1,8,60,73,Seller,98,105,,,,Manual,Expired
FullLimS,1,8,61,75,Seller,103,119,,,,Manual,Replaced
FullLimS,1,8,62,67,Buyer,128,88,,,,Manual,Replaced
FullLimS,1,8,62,68,Buyer,123,100,,,,Manual,Expired
FullLimS,1,8,63,77,Seller,108,120,,,,Manual,Replaced
FullLimS,1,8,66,78,Buyer,93,80,,,,Manual,Expired
FullLimS,1,8,67,67,Buyer,128,96,,,,Manual,Expired
FullLimS,1,8,69,77,Seller,108,125,,,,Manual,Replaced
FullLimS,1,8,71,75,Seller,103,107,,,,Manual,Expired
FullLimS,1,8,72,68,Buyer,123,100,,,,Manual,Expired
FullLimS,1,8,75,73,Seller,98,105,,,,Manual,Expired
FullLimS,1,8,76,77,Seller,108,130,,,,Manual,Expired
FullLimS,1,8,79,74,Buyer,103,100,,,,Manual,Replaced
FullLimS,1,8,80,78,Buyer,93,80,,,,Manual,Expired
FullLimS,1,8,82,75,Seller,103,104,,,,Manual,Expired
FullLimS,1,8,84,68,Buyer,123,100,100.0,73.0,91.0,Manual,Accepted
FullLimS,1,8,86,74,Buyer,103,100,,,,Manual,Replaced
FullLimS,1,8,89,77,Seller,108,135,,,,Manual,Expired
FullLimS,1,8,91,73,Seller,98,100,100.0,68.0,91.0,Auto,Accepted
FullLimS,1,8,95,74,Buyer,103,100,,,,Manual,Expired
FullLimS,1,8,96,78,Buyer,93,80,,,,Manual,Expired
FullLimS,1,8,114,71,Seller,93,120,,,,Manual,Replaced
FullLimS,1,8,120,70,Buyer,113,45,,,,Manual,Expired
FullLimS,1,8,121,71,Seller,93,150,,,,Manual,Expired
FullLimS,1,8,123,75,Seller,103,120,,,,Manual,Expired
FullLimS,1,9,4,69,Seller,83,121,,,,Manual,Replaced
FullLimS,1,9,4,66,Buyer,133,105,105.0,69.0,6.0,Manual,Accepted
FullLimS,1,9,6,69,Seller,83,105,105.0,66.0,6.0,Auto,Accepted
FullLimS,1,9,6,78,Buyer,93,80,,,,Manual,Expired
FullLimS,1,9,10,71,Seller,93,120,,,,Manual,Expired
FullLimS,1,9,10,73,Seller,98,105,105.0,72.0,18.0,Manual,Accepted
FullLimS,1,9,10,68,Buyer,123,100,,,,Manual,Replaced
FullLimS,1,9,18,72,Buyer,108,105,105.0,73.0,18.0,Manual,Replaced
FullLimS,1,9,18,68,Buyer,123,90,,,,Manual,Expired
FullLimS,1,9,28,68,Buyer,123,90,,,,Manual,Expired
FullLimS,1,9,33,77,Seller,108,120,,,,Manual,Expired
FullLimS,1,9,41,78,Buyer,93,80,,,,Manual,Expired
FullLimS,1,9,43,68,Buyer,123,90,,,,Manual,Expired
FullLimS,1,9,53,68,Buyer,123,90,,,,Manual,Expired
FullLimS,1,9,66,68,Buyer,123,90,,,,Manual,Expired
FullLimS,1,9,66,74,Buyer,103,100,,,,Manual,Expired
FullLimS,1,9,69,78,Buyer,93,80,,,,Manual,Expired
FullLimS,1,9,76,68,Buyer,123,90,,,,Manual,Replaced
FullLimS,1,9,84,71,Seller,93,200,,,,Manual,Expired
FullLimS,1,9,84,78,Buyer,93,80,,,,Manual,Expired
FullLimS,1,9,85,68,Buyer,123,90,,,,Manual,Expired
FullLimS,1,9,96,68,Buyer,123,90,,,,Manual,Expired
FullLimS,1,9,97,78,Buyer,93,90,,,,Manual,Replaced
FullLimS,1,9,102,78,Buyer,93,91,,,,Manual,Expired
FullLimS,1,9,107,71,Seller,93,95,95.0,68.0,109.0,Manual,Accepted
FullLimS,1,9,109,68,Buyer,123,95,95.0,71.0,109.0,Auto,Accepted
FullLimS,1,9,116,78,Buyer,93,91,,,,Manual,Expired
FullLimS,1,10,6,66,Buyer,133,105,105.0,73.0,8.0,Manual,Accepted
FullLimS,1,10,6,68,Buyer,123,80,,,,Manual,Expired
FullLimS,1,10,8,73,Seller,98,105,105.0,66.0,8.0,Auto,Accepted
FullLimS,1,10,13,78,Buyer,93,85,,,,Manual,Expired
FullLimS,1,10,14,69,Seller,83,131,,,,Manual,Expired
FullLimS,1,10,16,71,Seller,93,96,,,,Manual,Expired
FullLimS,1,10,21,68,Buyer,123,90,,,,Manual,Replaced
FullLimS,1,10,26,69,Seller,83,122,,,,Manual,Expired
FullLimS,1,10,26,78,Buyer,93,91,,,,Manual,Expired
FullLimS,1,10,31,68,Buyer,123,90,,,,Manual,Expired
FullLimS,1,10,37,69,Seller,83,105,,,,Manual,Replaced
FullLimS,1,10,40,78,Buyer,93,91,,,,Manual,Expired
FullLimS,1,10,46,69,Seller,83,118,,,,Manual,Expired
FullLimS,1,10,48,71,Seller,93,98,,,,Manual,Expired
FullLimS,1,10,49,68,Buyer,123,80,,,,Manual,Expired
FullLimS,1,10,57,69,Seller,83,99,,,,Manual,Expired
FullLimS,1,10,58,71,Seller,93,99,,,,Manual,Expired
FullLimS,1,10,59,68,Buyer,123,80,,,,Manual,Expired
FullLimS,1,10,63,78,Buyer,93,85,,,,Manual,Expired
FullLimS,1,10,68,69,Seller,83,97,,,,Manual,Expired
FullLimS,1,10,70,70,Buyer,113,25,,,,Manual,Expired
FullLimS,1,10,70,68,Buyer,123,80,,,,Manual,Expired
FullLimS,1,10,78,78,Buyer,93,85,,,,Manual,Expired
FullLimS,1,10,81,68,Buyer,123,80,,,,Manual,Expired
FullLimS,1,10,81,69,Seller,83,107,,,,Manual,Expired
FullLimS,1,10,91,68,Buyer,123,90,,,,Manual,Expired
FullLimS,1,10,92,78,Buyer,93,85,,,,Manual,Replaced
FullLimS,1,10,94,69,Seller,83,92,,,,Manual,Replaced
FullLimS,1,10,95,78,Buyer,93,91,91.0,69.0,96.0,Manual,Accepted
FullLimS,1,10,96,69,Seller,83,91,91.0,78.0,96.0,Auto,Accepted
FullLimS,1,10,102,68,Buyer,123,90,,,,Manual,Replaced
FullLimS,1,10,111,68,Buyer,123,90,,,,Manual,Replaced
FullLimS,1,10,118,68,Buyer,123,100,100.0,71.0,123.0,Manual,Accepted
FullLimS,1,10,123,71,Seller,93,100,100.0,68.0,123.0,Auto,Accepted
FullLimS,2,1,7,80,Buyer,138,5,,,,Manual,Expired
FullLimS,2,1,8,79,Seller,63,70,70.0,86.0,14.0,Manual,Accepted
FullLimS,2,1,10,89,Buyer,113,13,,,,Manual,Expired
FullLimS,2,1,11,92,Seller,98,195,,,,Manual,Expired
FullLimS,2,1,12,87,Seller,83,91,91.0,82.0,14.0,Manual,Accepted
FullLimS,2,1,13,81,Seller,68,92,92.0,88.0,18.0,Manual,Accepted
FullLimS,2,1,14,86,Buyer,123,70,70.0,79.0,14.0,Auto,Accepted
FullLimS,2,1,14,82,Buyer,133,91,91.0,87.0,14.0,Auto,Accepted
FullLimS,2,1,15,96,Buyer,93,75,,,,Manual,Replaced
FullLimS,2,1,16,84,Buyer,128,10,,,,Manual,Expired
FullLimS,2,1,18,88,Buyer,118,92,92.0,81.0,18.0,Auto,Accepted
FullLimS,2,1,19,80,Buyer,138,10,,,,Manual,Expired
FullLimS,2,1,21,93,Buyer,103,30,,,,Manual,Expired
FullLimS,2,1,22,91,Buyer,108,50,,,,Manual,Replaced
FullLimS,2,1,22,83,Seller,73,90,90.0,96.0,24.0,Manual,Accepted
FullLimS,2,1,23,89,Buyer,113,13,,,,Manual,Replaced
FullLimS,2,1,23,94,Seller,103,160,,,,Manual,Replaced
FullLimS,2,1,24,96,Buyer,93,92,90.0,83.0,24.0,Manual,Replaced
FullLimS,2,1,29,92,Seller,98,180,,,,Manual,Expired
FullLimS,2,1,30,80,Buyer,138,30,,,,Manual,Expired
FullLimS,2,1,31,91,Buyer,108,75,,,,Manual,Expired
FullLimS,2,1,32,94,Seller,103,150,,,,Manual,Replaced
FullLimS,2,1,32,89,Buyer,113,24,,,,Manual,Expired
FullLimS,2,1,35,93,Buyer,103,50,,,,Manual,Expired
FullLimS,2,1,35,84,Buyer,128,120,120.0,94.0,38.0,Manual,Accepted
FullLimS,2,1,38,94,Seller,103,120,120.0,84.0,38.0,Auto,Accepted
FullLimS,2,1,42,85,Seller,78,125,,,,Manual,Expired
FullLimS,2,1,44,91,Buyer,108,85,,,,Manual,Expired
FullLimS,2,1,46,89,Buyer,113,13,,,,Manual,Expired
FullLimS,2,1,46,95,Seller,108,150,,,,Manual,Expired
FullLimS,2,1,46,93,Buyer,103,90,,,,Manual,Expired
FullLimS,2,1,47,80,Buyer,138,60,,,,Manual,Expired
FullLimS,2,1,50,92,Seller,98,180,,,,Manual,Expired
FullLimS,2,1,60,95,Seller,108,150,,,,Manual,Expired
FullLimS,2,1,61,92,Seller,98,180,,,,Manual,Expired
FullLimS,2,1,62,85,Seller,78,140,,,,Manual,Expired
FullLimS,2,1,62,91,Buyer,108,90,,,,Manual,Expired
FullLimS,2,1,62,93,Buyer,103,90,,,,Manual,Expired
FullLimS,2,1,65,89,Buyer,113,60,,,,Manual,Expired
FullLimS,2,1,72,92,Seller,98,160,,,,Manual,Expired
FullLimS,2,1,73,91,Buyer,108,95,95.0,85.0,77.0,Manual,Accepted
FullLimS,2,1,76,80,Buyer,138,94,94.0,90.0,85.0,Manual,Accepted
FullLimS,2,1,76,89,Buyer,113,91,,,,Manual,Expired
FullLimS,2,1,77,85,Seller,78,95,95.0,91.0,77.0,Auto,Accepted
FullLimS,2,1,85,90,Seller,93,94,94.0,80.0,85.0,Manual,Replaced
FullLimS,2,1,85,93,Buyer,103,90,,,,Manual,Replaced
FullLimS,2,1,92,89,Buyer,113,95,,,,Manual,Expired
FullLimS,2,1,92,92,Seller,98,180,,,,Manual,Expired
FullLimS,2,1,92,95,Seller,108,190,,,,Manual,Expired
FullLimS,2,1,93,93,Buyer,103,90,,,,Manual,Expired
FullLimS,2,1,107,92,Seller,98,120,,,,Manual,Expired
FullLimS,2,1,113,93,Buyer,103,50,,,,Manual,Expired
FullLimS,2,1,119,92,Seller,98,130,,,,Manual,Replaced
FullLimS,2,1,120,95,Seller,108,180,,,,Manual,Expired
FullLimS,2,1,126,92,Seller,98,130,,,,Manual,Expired
FullLimS,2,1,133,95,Seller,108,170,,,,Manual,Expired
FullLimS,2,1,133,89,Buyer,113,90,,,,Manual,Expired
FullLimS,2,2,4,80,Buyer,138,60,,,,Manual,Expired
FullLimS,2,2,5,83,Seller,73,110,,,,Manual,Expired
FullLimS,2,2,5,81,Seller,68,155,,,,Manual,Expired
FullLimS,2,2,5,91,Buyer,108,45,,,,Manual,Expired
FullLimS,2,2,10,79,Seller,63,150,,,,Manual,Expired
FullLimS,2,2,11,90,Seller,93,98,98.0,89.0,13.0,Manual,Accepted
FullLimS,2,2,13,89,Buyer,113,98,98.0,90.0,13.0,Auto,Accepted
FullLimS,2,2,14,96,Buyer,93,90,,,,Manual,Replaced
FullLimS,2,2,18,80,Buyer,138,70,,,,Manual,Expired
FullLimS,2,2,19,87,Seller,83,137,,,,Manual,Expired
FullLimS,2,2,19,83,Seller,73,110,110.0,84.0,26.0,Manual,Accepted
FullLimS,2,2,19,94,Seller,103,130,,,,Manual,Expired
FullLimS,2,2,20,96,Buyer,93,92,,,,Manual,Expired
FullLimS,2,2,21,91,Buyer,108,60,,,,Manual,Expired
FullLimS,2,2,21,85,Seller,78,100,100.0,82.0,21.0,Manual,Accepted
FullLimS,2,2,21,82,Buyer,133,100,100.0,85.0,21.0,Auto,Accepted
FullLimS,2,2,22,93,Buyer,103,60,,,,Manual,Expired
FullLimS,2,2,22,81,Seller,68,120,,,,Manual,Expired
FullLimS,2,2,23,84,Buyer,128,65,,,,Manual,Replaced
FullLimS,2,2,26,84,Buyer,128,110,110.0,83.0,26.0,Auto,Accepted
FullLimS,2,2,26,95,Seller,108,190,,,,Manual,Expired
FullLimS,2,2,29,80,Buyer,138,75,,,,Manual,Replaced
FullLimS,2,2,30,79,Seller,63,110,110.0,86.0,36.0,Manual,Accepted
FullLimS,2,2,32,94,Seller,103,160,,,,Manual,Expired
FullLimS,2,2,36,88,Buyer,118,2,,,,Manual,Replaced
FullLimS,2,2,36,86,Buyer,123,110,110.0,79.0,36.0,Auto,Accepted
FullLimS,2,2,36,80,Buyer,138,80,,,,Manual,Expired
FullLimS,2,2,40,91,Buyer,108,75,,,,Manual,Expired
FullLimS,2,2,41,88,Buyer,118,2,,,,Manual,Replaced
FullLimS,2,2,43,94,Seller,103,160,,,,Manual,Replaced
FullLimS,2,2,44,81,Seller,68,105,,,,Manual,Expired
FullLimS,2,2,44,87,Seller,83,132,,,,Manual,Expired
FullLimS,2,2,45,95,Seller,108,156,,,,Manual,Expired
FullLimS,2,2,45,93,Buyer,103,95,,,,Manual,Expired
FullLimS,2,2,47,88,Buyer,118,15,,,,Manual,Replaced
FullLimS,2,2,48,80,Buyer,138,85,,,,Manual,Replaced
FullLimS,2,2,49,94,Seller,103,150,,,,Manual,Expired
FullLimS,2,2,51,96,Buyer,93,88,,,,Manual,Expired
FullLimS,2,2,52,88,Buyer,118,15,,,,Manual,Replaced
FullLimS,2,2,54,80,Buyer,138,90,,,,Manual,Expired
FullLimS,2,2,56,91,Buyer,108,87,,,,Manual,Expired
FullLimS,2,2,60,94,Seller,103,120,,,,Manual,Expired
FullLimS,2,2,61,88,Buyer,118,23,,,,Manual,Expired
FullLimS,2,2,63,95,Seller,108,188,,,,Manual,Expired
FullLimS,2,2,66,93,Buyer,103,95,,,,Manual,Expired
FullLimS,2,2,68,81,Seller,68,105,,,,Manual,Expired
FullLimS,2,2,68,80,Buyer,138,95,,,,Manual,Expired
FullLimS,2,2,69,87,Seller,83,122,,,,Manual,Expired
FullLimS,2,2,70,96,Buyer,93,90,,,,Manual,Expired
FullLimS,2,2,71,88,Buyer,118,23,,,,Manual,Replaced
FullLimS,2,2,72,94,Seller,103,140,,,,Manual,Replaced
FullLimS,2,2,76,91,Buyer,108,89,,,,Manual,Expired
FullLimS,2,2,78,88,Buyer,118,14,,,,Manual,Replaced
FullLimS,2,2,80,80,Buyer,138,96,,,,Manual,Expired
FullLimS,2,2,81,88,Buyer,118,15,,,,Manual,Replaced
FullLimS,2,2,82,94,Seller,103,130,,,,Manual,Expired
FullLimS,2,2,87,91,Buyer,108,91,,,,Manual,Expired
FullLimS,2,2,88,93,Buyer,103,100,100.0,92.0,88.0,Manual,Accepted
FullLimS,2,2,88,92,Seller,98,100,100.0,93.0,88.0,Auto,Accepted
FullLimS,2,2,89,88,Buyer,118,20,,,,Manual,Expired
FullLimS,2,2,90,81,Seller,68,105,,,,Manual,Replaced
FullLimS,2,2,90,87,Seller,83,132,,,,Manual,Expired
FullLimS,2,2,94,94,Seller,103,110,110.0,88.0,103.0,Manual,Accepted
FullLimS,2,2,95,80,Buyer,138,96,96.0,81.0,97.0,Manual,Accepted
FullLimS,2,2,96,96,Buyer,93,85,,,,Manual,Expired
FullLimS,2,2,97,81,Seller,68,96,96.0,80.0,97.0,Auto,Accepted
FullLimS,2,2,98,95,Seller,108,188,,,,Manual,Expired
FullLimS,2,2,99,88,Buyer,118,51,,,,Manual,Replaced
FullLimS,2,2,101,91,Buyer,108,91,,,,Manual,Replaced
